Al,Al2O3,Si,Fe,Mg,Cu,Zn,Mn,Ni,Ca,Na,K,Ti,metal_recovery,alumina_recovery
69.78875772583073,37.40401929599417,1.560996355994443,0.8756506009546691,0.7714393528386089,0.4197320511718964,0.17655520272755376,0.3467401856113558,0.11177924600016355,1.5604302346435484,0.13080570946692244,0.2756434350899063,0.07676205735951543,47.2170469233402,32.202808951299474
56.12766851587316,35.74474357831033,4.233005888257207,0.5439944499518015,2.8822484876743624,0.21000481097706525,0.28177570815427155,0.16518429075542124,0.14104609980685487,0.4127548534058345,0.08368296454424674,0.136178147400881,0.29778891357619275,40.435212488600214,30.61066437818238
71.72377472635574,37.33616599244658,3.0754334415457962,0.5423006725631102,2.43003108027747,0.4139136947422685,0.21814597799316954,0.09251000062768187,0.11455054558886363,0.5986749802534429,0.7526098629003345,0.07988146675164856,0.045599800399330946,54.32108657878921,32.294109016497615
50.378049244732175,29.984569788021087,4.498248163349858,0.3750085320004025,1.2758091822502369,0.4775726610326476,0.4873218917274353,0.2753335337910541,0.030145650357175105,0.12647894664558293,0.22224202249914143,0.0482284431580911,0.20652101534772865,33.624962265089096,22.683471092788366
65.8278730692866,29.52791523052256,1.7991026066402305,1.2257743366551679,2.288517824039504,0.4564412021535479,0.10897598820079096,0.10568921164265507,0.13985875714091106,0.8553985682673871,0.2757115188357048,0.15168937315194467,0.2022306217014389,47.2930285842091,27.570764314092788
72.74425287936081,15.621487284656407,3.2207921693072987,0.987565156353519,0.7647435093768833,0.12718677838515194,0.2386014436923367,0.48480436046443176,0.09344595745281219,1.8727441210404014,0.6532706867097281,0.14554066445103453,0.23758140028313435,52.87221450989774,22.30644569526529
69.88285844648209,34.92042720812904,1.9305629678657348,0.8430774268386748,2.0150395517500272,0.5272564245768061,0.3213982208024265,0.23565720617315616,0.06238576607700558,0.9091759641096687,0.5389482691849806,0.2615722832081742,0.14163009580212693,52.795975373320076,29.30347262617813
67.38042840730338,35.414219085597765,1.4211123194164998,0.19318239973724943,1.9860841593911296,0.13039528430598404,0.4210988857053536,0.1896506032658335,0.03014207061595997,1.8498438977261555,0.1741487920514586,0.0925688238780013,0.054547884605697004,44.822299813070074,32.022281743872924
46.661862274927806,19.366036773396317,1.2135277305087016,0.9276013425553596,2.201786316998766,0.2664967512576155,0.19309599362842222,0.2770368066600036,0.1325006919128452,1.7171500909621915,0.08260629650959396,0.06263453878299198,0.07865601262027483,35.20123539696664,22.034055186719527
57.487872771095766,16.23135299818985,2.4944565538382864,0.833254128204692,0.7541797572592899,0.5084022045837078,0.07338283990929692,0.46617884105812796,0.02387583982118257,1.7027924080357302,0.7269898579457128,0.29407549737011185,0.2425875052793421,41.561621155012915,18.10560927194112
68.36989063734387,18.363805210328678,3.144272143790549,0.8199120182665802,2.6439303603063937,0.30453965107643366,0.2232902732451591,0.3378034720566995,0.047304864450118445,0.36555998081251806,0.40840795551780934,0.13089791689251665,0.07744528275337337,44.76860302858374,22.49841302393195
54.824866932376366,24.486601993173224,3.7429733818237816,0.5156270643997994,2.872144816788351,0.5539914107459978,0.26640969273503534,0.19776254225210999,0.08496087057620043,1.7122649286698868,0.5394405054200766,0.24327363010465244,0.16448946005906465,39.00123262095572,19.771567981891508
67.04679486930873,20.060114828142957,3.779192515273993,1.3050066956562516,0.8302570932538598,0.38790885729805585,0.09279308670347058,0.37657203272214207,0.02182905063529283,1.8782856631311895,0.1530559475283516,0.2880752713136333,0.24225641106467802,50.92836620636317,21.88759733287793
68.85344516949257,38.65067657043326,2.013533415356749,0.9261062535016328,0.737622993911003,0.38889113501326666,0.12708108684175495,0.30422777516259886,0.09014027196473895,0.9853717906643319,0.4419738316348421,0.2315377831019105,0.2417809677884993,51.95928362465504,29.585018349032758
72.93708707070306,17.99333971252807,1.468414263600442,0.22279261667507577,2.1446582126013194,0.2802345654347087,0.39844463726382945,0.35205413598886665,0.05670928616595334,1.8068964399869178,0.6218991103029893,0.08845513286395094,0.11561568515389566,51.13078203484961,23.138698810564193
49.43350117626575,38.4031865843936,2.751616148795013,0.6366477518883737,2.324214271693445,0.3541461858890949,0.471262994077308,0.4011356722592265,0.07711173897743563,0.8150829996135698,0.7899736586932415,0.2181504684410566,0.2858464514011139,35.6211477829622,33.74591463015441
64.11221651973622,18.048041958377816,3.3530319998768827,1.0605349111476283,0.5307567147215071,0.29987487901296056,0.4214297800383445,0.18291156140484044,0.07419673145179714,0.940396841428997,0.2764455435818687,0.2763481496995107,0.2365752702751396,43.34881831449622,14.786801311090393
71.37600072923236,22.097710946600973,4.347586318643753,0.24898734461993602,2.9977618261855965,0.41612660485859526,0.34255625700145864,0.09069832714285975,0.13558467584552752,0.1550990560884919,0.23062104353086027,0.05147634379832415,0.23526270280074338,53.2287012176684,21.83231015947217
64.6880711798247,15.904067762367406,1.0217193365148018,0.17232108382015848,2.014812944119319,0.49081499597267836,0.15734876928232483,0.4322339793153828,0.01801247162145645,1.6218313219191849,0.7458465726292103,0.23391143574027035,0.21245502735380478,48.02395874339779,20.915817790260874
48.74771037916929,27.613274754824666,3.980752513315378,0.9820165824069581,2.6278277494048377,0.13536714584259996,0.3805794913708227,0.13686867089100685,0.047906225184492036,1.4488189248344774,0.7851535886740114,0.18734764573335017,0.025805091347475724,31.933898306151193,22.242874806039712
71.52437134100452,32.73945712751552,1.692511385690013,0.22840940815387728,0.9588330722007974,0.5890149487548059,0.2563522891063204,0.40283642675363357,0.09909716789508874,1.187584984921411,0.15884769099878726,0.28434709153184756,0.09738936342926818,48.55038630937718,33.62148814553692
64.47699465735927,38.51486024238796,1.593755959680232,0.8116938338257188,1.510085976851915,0.31079280121543995,0.10364788678898508,0.1103425744427444,0.04893057640937603,0.6789387471455794,0.37092741026101245,0.1871863886406222,0.19404244405129625,45.49776406562212,31.56767738356497
51.52885580090886,29.707656210225206,2.2681636452689515,0.15048376798830918,1.546000110392151,0.31077297129959364,0.15151679069189494,0.30760606990495204,0.08920806606046892,1.4338041441097056,0.5359613616509076,0.19920558639109914,0.10170210402897249,36.50230288988193,27.320509298317994
57.9425458553967,30.65031202352643,2.442629337801017,0.8178349424494614,2.3417642212055507,0.5375215876980391,0.4644757387828362,0.2766348163323947,0.08283851606367966,1.6197537804512894,0.28583801880815096,0.25284088508006985,0.15330107749005278,41.30793110007299,27.84531380832578
70.25979633118389,16.389197922671947,2.1224457445346236,0.5677820567021641,0.9324861129789845,0.22264135339109403,0.38421165502628857,0.05660727960203185,0.1258042794328961,1.7274412447916605,0.3291961798936611,0.05454774072758409,0.18424371830407346,47.29976187509776,15.222299612817498
73.75287542702917,39.88661181459093,4.088419565418342,0.5353461138890727,2.2191626229152313,0.4379735010162069,0.22452876282364237,0.3383998855637717,0.011501870296594673,0.4972095513442587,0.44381622722544584,0.0574878782349058,0.05811299168419475,55.02064171674242,36.78659121075367
61.679082840853454,35.97674327204284,4.96128665730509,0.29823424399628456,1.6206140331358778,0.26591499371305594,0.08602217764078327,0.389898577757635,0.07072906382516302,0.9917211749617624,0.16300473035993013,0.06246872914695176,0.27306005042530235,46.953195341112306,24.96040574229128
53.76177990943585,27.254938560039662,3.3457806920591837,0.7906059661909332,0.710288336392205,0.18401709973064245,0.4296147731431435,0.3369149152153066,0.10088086701879839,1.3733861851675744,0.6221772642796468,0.026851459699219725,0.11631643163045757,40.47290589277589,24.144468612326495
70.3343661986156,27.064312714682348,4.074510357837516,1.2928217236336368,1.7619787072587452,0.5502537341292424,0.3142057732416413,0.43262343447517476,0.0576827113828134,1.0477522212098218,0.44855828075343324,0.04044411760986047,0.12558022694344678,50.42482910213738,25.145537511688868
50.32519747310903,23.471390890240123,1.7664120386507993,0.13475238451800156,2.8186511462600667,0.2965140305412793,0.18839078258935377,0.31931473620098144,0.01102402388102219,0.6282420025415463,0.5772750992741695,0.19379323419008626,0.2947237247873353,37.64552759857795,24.34055795017014
